trial,domain_path,provider,model,give_pred_descriptions,desc_class,hde_runs,action_runs
4,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
4,data/domains/miconic,openai,o4-mini,True,first,1,1
4,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
4,data/domains/bookseller,openai,o4-mini,True,first,0,5
4,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
4,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
4,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/flow,openai,gpt-4o-mini,True,first,0,2
4,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
4,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
4,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
4,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
4,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,5
5,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
5,data/domains/flow,openai,o4-mini,True,first,1,1
5,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
5,data/domains/blocks,openai,o4-mini,True,first,3,1
5,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
5,data/domains/miconic,openai,o4-mini,True,first,1,1
5,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
5,data/domains/bookseller,openai,o4-mini,True,first,0,1
5,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
5,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
5,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
5,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
5,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
5,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
5,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
5,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
5,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,0,5
5,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,5
5,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,1
5,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,1
6,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
6,data/domains/flow,openai,o4-mini,True,first,0,1
6,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
6,data/domains/blocks,openai,o4-mini,True,first,3,1
6,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
6,data/domains/miconic,openai,o4-mini,True,first,1,1
6,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
6,data/domains/bookseller,openai,o4-mini,True,first,1,1
6,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,0
6,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
6,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
6,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
6,data/domains/blocks,openai,gpt-4o-mini,True,first,2,1
6,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,0,1
6,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
6,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
6,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
7,data/domains/flow,openai,o4-mini,True,detailed-first,0,1
7,data/domains/flow,openai,o4-mini,True,first,0,0
7,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
7,data/domains/blocks,openai,o4-mini,True,first,2,1
7,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
7,data/domains/miconic,openai,o4-mini,True,first,1,1
7,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,0
7,data/domains/bookseller,openai,o4-mini,True,first,0,1
7,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,1
7,data/domains/checkers-jumping,openai,o4-mini,True,first,0,1
7,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
7,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
7,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
7,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
7,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
7,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
7,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
7,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
7,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,1
7,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,1
8,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
8,data/domains/flow,openai,o4-mini,True,first,1,1
8,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
8,data/domains/blocks,openai,o4-mini,True,first,3,1
8,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
8,data/domains/miconic,openai,o4-mini,True,first,0,5
8,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
8,data/domains/bookseller,openai,o4-mini,True,first,0,5
8,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
8,data/domains/checkers-jumping,openai,o4-mini,True,first,0,1
8,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
8,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
8,data/domains/blocks,openai,gpt-4o-mini,True,first,1,1
8,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,0,1
8,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
8,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,2,1
8,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
8,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,1
8,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,1
9,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
9,data/domains/flow,openai,o4-mini,True,first,1,1
9,data/domains/blocks,openai,o4-mini,True,detailed-first,0,0
9,data/domains/blocks,openai,o4-mini,True,first,4,1
9,data/domains/miconic,openai,o4-mini,True,detailed-first,0,0
9,data/domains/miconic,openai,o4-mini,True,first,1,1
9,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
9,data/domains/bookseller,openai,o4-mini,True,first,0,5
9,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
9,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
9,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
9,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
9,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
9,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
9,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
9,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
9,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
9,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
9,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,1
9,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
10,data/domains/flow,openai,o4-mini,True,detailed-first,0,1
10,data/domains/flow,openai,o4-mini,True,first,1,1
10,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
10,data/domains/blocks,openai,o4-mini,True,first,3,1
10,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
10,data/domains/miconic,openai,o4-mini,True,first,1,1
10,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
10,data/domains/bookseller,openai,o4-mini,True,first,0,5
10,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
10,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
10,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
10,data/domains/flow,openai,gpt-4o-mini,True,first,0,1
10,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,1
10,data/domains/blocks,openai,gpt-4o-mini,True,first,1,1
10,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
10,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
10,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
10,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
10,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,1
10,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
